data_content_id,filename,multi_step_id,block_index,rex_type,question_content,detailed_solution,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_F,Feedback_A,Feedback_B,Feedback_C,Feedback_D,Feedback_E,Feedback_F,correct_answer,background
22f59df2-0fcb-4fc9-9e9b-ef45c4a8090f__block0,22f59df2-0fcb-4fc9-9e9b-ef45c4a8090f.html,AR_37,0,open_ended,"<p><img alt=""Graph of curve. Horizontal axis, 0 to 4, time, seconds. Vertical axis, 0 to 25 by 5’s, height, meters. Curve goes through labeled point 0 comma 20, 1 comma 25, and 3 point 2 comma 0."" src=""https://k12.openstax.org/contents/raise/resources/0a33f3d1533460370892e01e14d089359ce46a54""/></p><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work. </p>","
<p>Your answers may vary, but here are some examples:<br/>
</p>
<p>Here is how to find the domain and range values of this function:</p>
<p>For the domain, consider the \(x\)-values on the graph.</p>
<p>The domain includes all of the values from at least 0 through and including 3.2.</p>
<p>For the range, consider the \(y\)-values on the graph.</p>
<p>The range includes all of the values from at least 0 through and including 25.</p>
",,,,,,,,,,,,,,"<p>
 Describe the values of the domain and range using the graph below.
</p>"
f569274a-d28f-40e6-99ed-cd30e693f365,26063b10-fd05-47b8-bd3d-cc26c934549d.html,AR_38,0,multiple_choice,"<ol class=""os-raise-noindent"">
<ol class=""os-raise-noindent"">
<li> Does the height of the water have a common difference or a common ratio? </li>
</ol>
</ol>",,Common Difference,Common Ratio,,,,,<p>Correct! Common Difference</p>,,,,,,A,"<p>
 The table shows the height, in centimeters, of the water in a swimming pool at different times since the pool started
  to be filled.
</p>
<table class=""os-raise-skinnytable"">
 <thead>
  <tr>
   <th scope=""col"">
    minutes
   </th>
   <th scope=""col"">
    height
   </th>
  </tr>
 </thead>
 <tbody>
  <tr>
   <td>
    0
   </td>
   <td>
    150
   </td>
  </tr>
  <tr>
   <td>
    1
   </td>
   <td>
    150.5
   </td>
  </tr>
  <tr>
   <td>
    2
   </td>
   <td>
    151
   </td>
  </tr>
  <tr>
   <td>
    3
   </td>
   <td>
    151.5
   </td>
  </tr>
 </tbody>
</table>"
26063b10-fd05-47b8-bd3d-cc26c934549d__block1,26063b10-fd05-47b8-bd3d-cc26c934549d.html,AR_38,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li>Explain how you know.</li>
</ol><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work. </p>","
<p>Compare your answer:</p>
<p>When you look at the \(y\)-values in the table, you notice that they are all 0.5 more than the previous term. That
    means there is a common difference of 0.5. </p>

<p>Compare your answer:</p>
<p>The function is linear because the common difference means the rate of change, or slope, is constant. </p>
",,,,,,,,,,,,,,"<p>
 The table shows the height, in centimeters, of the water in a swimming pool at different times since the pool started
  to be filled.
</p>
<table class=""os-raise-skinnytable"">
 <thead>
  <tr>
   <th scope=""col"">
    minutes
   </th>
   <th scope=""col"">
    height
   </th>
  </tr>
 </thead>
 <tbody>
  <tr>
   <td>
    0
   </td>
   <td>
    150
   </td>
  </tr>
  <tr>
   <td>
    1
   </td>
   <td>
    150.5
   </td>
  </tr>
  <tr>
   <td>
    2
   </td>
   <td>
    151
   </td>
  </tr>
  <tr>
   <td>
    3
   </td>
   <td>
    151.5
   </td>
  </tr>
 </tbody>
</table>"
e8347ba9-2ac9-4e71-a2d7-9f9c712201b4,26063b10-fd05-47b8-bd3d-cc26c934549d.html,AR_38,2,multiple_choice,"<ol class=""os-raise-noindent"">
<ol class=""os-raise-noindent"" start=""3"">
<li> What type of function is represented by the table? </li>
</ol>
</ol>",,Exponential function,Linear function,,,,,,<p>Correct! Linear function</p>,,,,,B,"<p>
 The table shows the height, in centimeters, of the water in a swimming pool at different times since the pool started
  to be filled.
</p>
<table class=""os-raise-skinnytable"">
 <thead>
  <tr>
   <th scope=""col"">
    minutes
   </th>
   <th scope=""col"">
    height
   </th>
  </tr>
 </thead>
 <tbody>
  <tr>
   <td>
    0
   </td>
   <td>
    150
   </td>
  </tr>
  <tr>
   <td>
    1
   </td>
   <td>
    150.5
   </td>
  </tr>
  <tr>
   <td>
    2
   </td>
   <td>
    151
   </td>
  </tr>
  <tr>
   <td>
    3
   </td>
   <td>
    151.5
   </td>
  </tr>
 </tbody>
</table>
<br/>
<div class=""os-raise-ib-content"" data-schema-version=""1.0"" data-wait-for-event=""Reveal1"">
 <p>
  Compare your answer:
 </p>
 <p>
  When you look at the \(y\)-values in the table, you notice that they are all 0.5 more than the previous term. That
    means there is a common difference of 0.5.
 </p>
</div>"
26063b10-fd05-47b8-bd3d-cc26c934549d__block3,26063b10-fd05-47b8-bd3d-cc26c934549d.html,AR_38,3,open_ended,"<ol class=""os-raise-noindent"" start=""4"">
<li>Explain how you know. </li>
</ol><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work.</p>","
<p>Compare your answer:</p>
<p>The function is linear because the common difference means the rate of change, or slope, is constant. </p>
",,,,,,,,,,,,,,"<p>
 The table shows the height, in centimeters, of the water in a swimming pool at different times since the pool started
  to be filled.
</p>
<table class=""os-raise-skinnytable"">
 <thead>
  <tr>
   <th scope=""col"">
    minutes
   </th>
   <th scope=""col"">
    height
   </th>
  </tr>
 </thead>
 <tbody>
  <tr>
   <td>
    0
   </td>
   <td>
    150
   </td>
  </tr>
  <tr>
   <td>
    1
   </td>
   <td>
    150.5
   </td>
  </tr>
  <tr>
   <td>
    2
   </td>
   <td>
    151
   </td>
  </tr>
  <tr>
   <td>
    3
   </td>
   <td>
    151.5
   </td>
  </tr>
 </tbody>
</table>
<br/>
<div class=""os-raise-ib-content"" data-schema-version=""1.0"" data-wait-for-event=""Reveal1"">
 <p>
  Compare your answer:
 </p>
 <p>
  When you look at the \(y\)-values in the table, you notice that they are all 0.5 more than the previous term. That
    means there is a common difference of 0.5.
 </p>
</div>"
28a86ebe-5d1c-4e14-82c8-28f9015d7fe2__block0,28a86ebe-5d1c-4e14-82c8-28f9015d7fe2.html,AR_39,0,open_ended,"<p>Using the same information above, which player’s football reached a higher height?</p><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work. </p>","
<p>Here is how to determine whose ball went higher:</p>
<p>Looking at the graph of Jai’s football, his football went about 70 feet high.</p>
<p><strong>Step 1</strong> - For Kellan’s football, find the vertex.<br/>
    The vertex is halfway between the zeros. Since \(\frac{-1}{16}\) is near 0 and the other \(x\)-intercept is at 6, we can use 3 as an estimate for the \(x\)-coordinate of the vertex.</p>
<p><strong>Step 2</strong> - Substitute this into the function:<br/>
    \(h(t)=(-16(3)-1)((3)-6)=(-49)(-3)=147\).</p>
<p>Kellan’s ball went 147 feet into the air so his football went higher.</p>
",,,,,,,,,,,,,,
2a8cc26a-3486-4d29-8fb9-5475144013dc__block0,2a8cc26a-3486-4d29-8fb9-5475144013dc.html,AR_40,0,open_ended,"<p>Using the same graph above, determine the meaning of the point \((3, 24)\) and the width of the rectangle.</p><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work. </p>","
<p>Here is how to determine the meaning of the point \((3, 24)\) and the width of the rectangle:</p>
<p>Since the \(x\)-axis is the length of the rectangle in inches, \(x=3\) represents the length of the rectangle is 3 inches. Since the \(y\)-axis represents the area in square inches, the area of the rectangle is 24 square inches.</p>
<p>This means the width of the rectangle must be 8 inches since \(3 \times 8 = 24\).</p>
",,,,,,,,,,,,,,
2abca732-354c-41fc-b1a5-cbce9001651a__block0,2abca732-354c-41fc-b1a5-cbce9001651a.html,AR_41,0,open_ended,"<p>Write down your answer, then select the <strong>solution</strong> button to compare your work.</p>","
<p>Compare your answer:</p>
<p>\( y &lt; \frac{1}{2} x - 3 \)</p>
<img alt=""\( y &lt; \frac{1}{2} x - 3 \)"" class=""img-fluid atto_image_button_text-bottom"" height=""295"" role=""presentation"" src=""https://k12.openstax.org/contents/raise/resources/5836ab661b025fcde26a7d058eedd7eb7db3546a"" width=""300""/>
",,,,,,,,,,,,,,"<p>
 The graph of \( y = \frac{1}{2} x - 3 \) is shown here.
</p>
<img alt=""The graph of \( y = \frac{1}{2} x - 3 \)"" class=""img-fluid atto_image_button_text-bottom"" height=""295"" role=""presentation"" src=""https://k12.openstax.org/contents/raise/resources/bf5fbef4230d5ef2797f02c69369cce11700671c"" width=""300""/>
<br/>
<p>
 Use the graphing tool or technology outside the course. Graph the inequality that represents \( y &lt; \frac{1}{2}x - 3. \) using the Desmos tool below.
 <br/>
</p>
<br/>
<div class=""os-raise-ib-desmos-gc"" data-schema-version=""1.0"">
</div>"
2c5c38a1-0ae9-4cc5-a8b7-594846506c5c__block0,2c5c38a1-0ae9-4cc5-a8b7-594846506c5c.html,AR_42,0,open_ended,"<ol class=""os-raise-noindent"">
<li>Write a quadratic function in standard form whose graph has two zeros.</li>
</ol><br/><p>Write down your answers, then select the <strong>solution</strong> button to compare your work.</p>","
<p>Here is how to write the quadratic functions in standard form:</p>
<p>The quadratic function has two solutions.</p>
<p>This means the factors in factored form are not equal. We could use:<br/>
    \(f(x) = (x + 5)(x + 2)\).</p>
<p>Multiply to find standard form.<br/>
    \(f(x) = x^2+ 7x + 10\) </p>
<p>The graph of \(f(x) = x^2+ 7x + 10\) has two zeros. The \(x\)-intercepts will be \((-5, 0)\) and \((-2, 0)\).</p>
",,,,,,,,,,,,,,
2c5c38a1-0ae9-4cc5-a8b7-594846506c5c__block1,2c5c38a1-0ae9-4cc5-a8b7-594846506c5c.html,AR_42,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li>Write a quadratic function in standard form whose graph has one zero.</li>
</ol><br/><p>Write down your answers, then select the <strong>solution</strong> button to compare your work.</p>","
<p>Here is how to write the quadratic functions in standard form:</p>
<p>The quadratic function has one solution.</p>
<p>That means the factors in factored form are equal. We could use:<br/>
  \(f(x) = (x + 10)(x + 10)\) </p>
<p>Multiply to find standard form.<br/>
    \(f(x) = x^2+ 20x + 100\) </p>
<p>The graph of \(f(x) = x^2+ 20x + 100\) has one zero. The \(x\)-intercept will be \((-10, 0)\).</p>
",,,,,,,,,,,,,,"<div class=""os-raise-ib-content"" data-schema-version=""1.0"" data-wait-for-event=""Reveal1"">
 <p>
  Here is how to write the quadratic functions in standard form:
 </p>
 <p>
  The quadratic function has two solutions.
 </p>
 <p>
  This means the factors in factored form are not equal. We could use:
  <br/>
  \(f(x) = (x + 5)(x + 2)\).
 </p>
 <p>
  Multiply to find standard form.
  <br/>
  \(f(x) = x^2+ 7x + 10\)
 </p>
 <p>
  The graph of \(f(x) = x^2+ 7x + 10\) has two zeros. The \(x\)-intercepts will be \((-5, 0)\) and \((-2, 0)\).
 </p>
</div>"
2c86af26-ad7d-49a2-a06a-c72708bb396b__block0,2c86af26-ad7d-49a2-a06a-c72708bb396b.html,AR_43,0,open_ended,"<p>Factor each trinomial completely using trial and error.</p>
<ol class=""os-raise-noindent"">
<li> \(5x^3 + 15x^2 − 20x\) </li>
</ol>
<ol class=""os-raise-noindent"" start=""2"">
<li> \(10y^2 − 37y + 7\) </li>
</ol>
<ol class=""os-raise-noindent"" start=""3"">
<li> \(6n^3 − 34n^2 + 40n\) </li>
</ol><br/><p>Write down your answers. Then select the <strong>solution</strong> button to compare your work. </p>","
<p><span>Here is how to factor trinomials using trial and error.</span><br/></p>
<ol class=""os-raise-noindent"">
<li> \(5x(x − 1)(x + 4)\) </li>
</ol>
<ol class=""os-raise-noindent"" start=""2"">
<li> \((2y − 7)(5y − 1)\) </li>
</ol>
<ol class=""os-raise-noindent"" start=""3"">
<li>\(2n(n − 4)(3n − 5)\) </li>
</ol>
",,,,,,,,,,,,,,
2caee8c7-cef7-4d94-abb9-a7c31906cf03__block0,2caee8c7-cef7-4d94-abb9-a7c31906cf03.html,AR_44,0,open_ended,"<p>Write the equation of a line with slope \( m = -\frac{2}{5} \) that contains the point \( (10, -5) \). Write the equation in slope-intercept form. </p><br/><p>Write down your answer, and then select the <strong>solution</strong> button to compare your work.</p>","
<p>Here is how to write the equation of a line with a point and slope using a general strategy.</p>
<p><strong>Step 1 - </strong> Identify the slope.<br/>
    \( m = -\frac{2}{5}\)</p>
<p><strong>Step 2: </strong>Identify the point.<br/>
    \( (x_1, y_1) \)<br/>
    \( (10, -5) \)</p>
<p><strong>Step 3: </strong>Substitute the values into the point-slope form, \( y - y_1 = m(x - x_1) \).
    Simplify.<br/>
    \(\begin{array}{rcl}y-y_1&amp;=&amp;m(x-x_1)\\y-(-5)&amp;=&amp;-\frac25(x-10)\\y+5&amp;=&amp;-\frac25x+4\end{array}\)</p>
<p><strong>Step 4: </strong>Write the equation in slope-intercept form.<br/>
    \( y = -\frac25x - 1 \)</p>
",,,,,,,,,,,,,,
2e660635-ba70-4d04-bc0b-089e0f81d80c__block0,2e660635-ba70-4d04-bc0b-089e0f81d80c.html,AR_45,0,open_ended,"<p>Which is greater, \(f(1)\) or \(g(1)\)?</p><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work.
    </p>","
<p>Here is how to determine which value is greater:</p>
<p>Looking at the graph, \(f(1)\) is where \(x=1\) reaches the graph of \(f(x)\). The \(y\)-value there is 4. So, \(f(1)=4\).</p>
<p>Similarly, \(g(1)\) is where \(x=1\) reaches the graph of \(g(x)\). The \(y\)-value there is 2.</p>
<p>So, \(f(1) &gt;g(1)\).</p>
",,,,,,,,,,,,,,"<p>
 Two functions, \(f(x)\) and \(g(x)\), are graphed below.
</p>
<p>
 <img src=""https://k12.openstax.org/contents/raise/resources/0a95f97942851a42c0c3da2b29964995d4775d74"" width=""300""/>
</p>"
2ff94bd5-437d-4887-a6e1-b2084ee973e5__block0,2ff94bd5-437d-4887-a6e1-b2084ee973e5.html,AR_46,0,open_ended,"<p>Now it’s your turn. For the same game, how many moves would it take to solve the puzzle with 9 discs?</p><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work. </p>","
<p>Your answers may vary, but here are some examples:</p>
<p>The pattern is still the same. Double the number of moves before and add 1.</p>
<p>With 8 discs, 255 moves were needed.</p>
<p>Double 255, and then add 1:</p>
<p>\(2(255)+1=511\)</p>
",,,,,,,,,,,,,,
30dea6f4-9458-438a-8123-82d00e67cc7c__block0,30dea6f4-9458-438a-8123-82d00e67cc7c.html,AR_47,0,open_ended,"<ol class=""os-raise-noindent"">
<li>
       Solve the system by graphing
      </li>
</ol>
<p>\(\left\{\begin{array}{l}y&lt;3x+2\\y&gt;-x-1\end{array}\right.\)</p><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work.</p>","
<p>Compare your answer: Here is how to solve the system by graphing. </p>
<p role=""presentation"">Where the shaded regions overlap.</p>
<p><img alt=""The figure shows a graph plotted for the inequalities y less than three times x plus two and y greater than minus x minus one. Two lines intersect each other on the graph. An area to the right of both the lines is colored in grey. It is the solution."" class=""img-fluid atto_image_button_text-bottom"" height=""296"" src=""https://k12.openstax.org/contents/raise/resources/a9a0b1afe58d20ccfba1413e0cd2b02cf38b33ed"" width=""300""/></p>
",,,,,,,,,,,,,,
05234c74-c9b8-497d-ab19-62c5afe0fec1,31a14d3f-4dfb-4849-97b5-fed692409130.html,AR_48,0,open_ended,"<ol class=""os-raise-noindent"">
<li>If the width of the rectangle is 10, what is the new equation?
      </li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>\(2l + 2(10) = 48\) or \(2l + 20 = 48\)</p>",,,,,,,,,,,,,,"<p>
 The equation \(2l + 2w = 48\) represents the perimeter of a rectangle.
</p>"
5d732f70-e3cf-4cbc-ad12-955ef4384966,31a14d3f-4dfb-4849-97b5-fed692409130.html,AR_48,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li>What is the length of the rectangle that has a width of 10?
        </li>
</ol>
<p>Enter your length measurement here:</p>",<p>Check your answer with the solution: 14</p>,,,,,,,,,,,,,,"<p>
 The equation \(2l + 2w = 48\) represents the perimeter of a rectangle.
</p>"
2854919c-ff24-4cb2-9755-af70d7fe693e,31a14d3f-4dfb-4849-97b5-fed692409130.html,AR_48,2,open_ended,"<ol class=""os-raise-noindent"" start=""3"">
<li>Verify the solution.
      </li>
</ol><br/><p>Enter your verification here:</p>","<p>Compare your answer:</p>
<p>To verify the solution, substitute \(w = 10\) and \(l = 14\) into \(2l + 2w = 48\).<br/>
      \(2(14) + 2(10) = 48\)<br/>
      \(28 + 20 = 48\)<br/>
      \(48 = 48\) is a true statement, so the solution works!
    </p>",,,,,,,,,,,,,,"<p>
 The equation \(2l + 2w = 48\) represents the perimeter of a rectangle.
</p>"
328a4fe3-2619-475c-917d-4dd8f6eccb84__block0,328a4fe3-2619-475c-917d-4dd8f6eccb84.html,AR_49,0,open_ended,"<ol class=""os-raise-noindent"">
<li> \((x+1)^2+6=22\) </li>
</ol><br/><p>Write down your answers, then select the <strong>solution</strong> button to compare your work.</p>","
<p>Here is how to choose an effective strategy and use it to solve quadratic equations:  </p>
<p>\((x+1)^2+6=22\) <br/>
    \((x+1)^2=16\)<br/>
    \(x=-5\) and \(x=3\)</p>
",,,,,,,,,,,,,,"<p>
 Solve each equation using any method.
</p>"
328a4fe3-2619-475c-917d-4dd8f6eccb84__block1,328a4fe3-2619-475c-917d-4dd8f6eccb84.html,AR_49,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li> \((x+3)(x−8)=0\) </li>
</ol><br/><p>Write down your answers, then select the <strong>solution</strong> button to compare your work.</p>","
<p>Here is how to choose an effective strategy and use it to solve quadratic equations:  </p>
<p>\((x+3)(x−8)=0\) <br/>
    \(x=-3\) and \(x=8\)</p>
",,,,,,,,,,,,,,"<p>
 Solve each equation using any method.
</p>
<div class=""os-raise-ib-content"" data-schema-version=""1.0"" data-wait-for-event=""Reveal1"">
 <p>
  Here is how to choose an effective strategy and use it to solve quadratic equations:
 </p>
 <p>
  \((x+1)^2+6=22\)
  <br/>
  \((x+1)^2=16\)
  <br/>
  \(x=-5\) and \(x=3\)
 </p>
</div>"
332db8c6-7248-4cf1-b101-7427237c63b5__block0,332db8c6-7248-4cf1-b101-7427237c63b5.html,AR_50,0,open_ended,"<p>Jaiden was deriving the quadratic formula from the quadratic \(x^2+11x+5=0\). What is the step after the step shown below?</p>
<p>\((x+\frac{11}{2})^2=\frac{11^2-4(1)(5)}{4(1)}\)</p>
<p>\((x+\frac{11}{2})^2=\frac{121-20}{4}\)</p><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work.</p>","
<p>Here is how to find the next step:</p>
<p>To isolate \(x\), take the square root of both sides:</p>
<p>\(\sqrt{(x+\frac{11}{2})^2}=\sqrt{\frac{121-20}{4}}\)</p>
",,,,,,,,,,,,,,
33e35a34-541e-4bb8-b078-cc1a53990612__block0,33e35a34-541e-4bb8-b078-cc1a53990612.html,AR_51,0,open_ended,"<p>Graph \(f(x) = 3^x\).</p><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work. </p>","
<p>Compare your answer:</p>
<p>Here is how to create the graph of \(y=3^x\):</p>
<br/>
<table class=""os-raise-midsizetable"">
<thead>
<tr>
<th scope=""col""> \(x\) </th>
<th scope=""col""> \(y\) </th>
<th scope=""col""> \((x,y)\) </th>
</tr>
</thead>
<tbody>
<tr>
<td> 0 </td>
<td> \(3^0 =1\) </td>
<td> \((0,1)\) </td>
</tr>
<tr>
<td> 1 </td>
<td> \(3^1 =3\) </td>
<td> \((1,3)\) </td>
</tr>
<tr>
<td> 2 </td>
<td> \(3^2 =9\) </td>
<td> \((2, 9)\) </td>
</tr>
<tr>
<td> 3 </td>
<td> \(3^3 =27\) </td>
<td> \((3, 27)\) </td>
</tr>
<tr>
<td> 4 </td>
<td> \(3^4 =81\) </td>
<td> \((4, 81)\) </td>
</tr>
<tr>
<td> 5 </td>
<td> \(3^5 =243\) </td>
<td> \((5, 243)\) </td>
</tr>
</tbody>
</table>
<br/><br/>
<div class=""os-raise-d-flex os-raise-justify-content-between"">
<div class=""os-raise-mx-auto"">
<p><img alt=""GRAPH WITH PLOTTED POINTS AT (0, 1), (1, 3), (2, 9), (3, 27), AND (4, 81)."" height=""272"" src=""https://k12.openstax.org/contents/raise/resources/5ca510dd1fb16d0a613ef37618d5705778e3c27f"" width=""272""/>
</p></div>
<div class=""os-raise-mx-auto"">
<img alt=""THE GRAPH OF AN EXPONENTIAL FUNCTION WITH \(y\)-intercepts OF 1 AND PASSING THROUGH THE POINTS (1, 3), (2, 9), (3, 27), AND (4, 81)."" height=""271"" src=""https://k12.openstax.org/contents/raise/resources/aa56a75c1948bcae7e462d538fc8bb990acbb0cb"" width=""271""/>
</div>
</div>
",,,,,,,,,,,,,,
340f0b49-6ef4-4abb-ab7a-3b0e31a3ab71__block0,340f0b49-6ef4-4abb-ab7a-3b0e31a3ab71.html,AR_52,0,open_ended,"<p>Find the \(x\)-intercepts and the vertex for \(f(x)=x^2-64\).</p><br/><p>Write down your answers, then select the <strong>solution</strong> button to compare your work. </p>","
<p>Here is how to find the \(x\)-intercepts and vertex of \(f(x)=x^2-64\):</p>
<p><strong>Step 1</strong> - Write the function in factored form:<br/>
    \(f(x)=x^2-64=(x-8)(x+8)\)</p>
<p><strong>Step 2</strong> - Set each factor equal to 0.<br/>
    \(x - 8 = 0\)<br/>
    \(x = 8\)</p>
<p>\(x + 8 = 0\)<br/>
    \(x = -8\)</p>
<p>The \(x\)-intercepts are at \((8, 0)\) and \((-8, 0)\).</p>
<p>The vertex is located halfway between the \(x\)-intercepts, at \(x = 0\).</p>
<p><strong>Step 3</strong> - To find the point, substitute into \(f(x)=x^2-64\).</p>
<p>\(f(0)=0^2-64=-64\)</p>
<p>The vertex is at \((0, -64)\).</p>
",,,,,,,,,,,,,,
347190f2-d4f2-4644-9835-9bfd7466223a__block0,347190f2-d4f2-4644-9835-9bfd7466223a.html,AR_53,0,open_ended,"<p>Find the <span class=""os-raise-ib-tooltip"" data-schema-version=""1.0"" data-store=""glossary-tooltip"">factored form</span> of \(3x^2 + 25x + 42\).</p><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work.</p>","
<p>Here is how to use the shortcuts you just learned to find the factored form of a <span class=""os-raise-ib-tooltip"" data-schema-version=""1.0"" data-store=""glossary-tooltip"">quadratic equation</span>:</p>
<p>\(3x^2+25x +42\) </p>
<p><strong>Step 1</strong> - Multiply by \(\frac {1}{3} \cdot 3\) to make a coefficient with a squared term without impacting the overall value of
  the expression.<br/>
\(= \frac {1}{3} \cdot 3 (3x^2 + 25x + 42)\) </p>
<p><strong>Step 2</strong> - Distribute the 3.</p>
<p> \(= \frac {1}{3}(9x^2 +75x +126)\) </p>
<p><strong>Step 3</strong> - Rewrite the first two terms with \(3x\) as the common factor.</p>
<p> \(= \frac {1}{3}((3x)^2+ 25(3x) + 126)\) </p>
<p><strong>Step 4</strong> - Substitute \(N\) for \(3x\).</p>
<p> \(= \frac {1}{3}(N^2+25N +126)\)</p>
<p><strong>Step 5</strong> - Factor the simplified expression.</p>
<p> \(= \frac {1}{3}(N + 18)(N + 7)\) </p>
<p><strong>Step 6</strong> - Replace \(N\) with \(3x\).</p>
<p> \(= \frac {1}{3}(3x + 18)(3x + 7)\)</p>
<p><strong>Step 7</strong> - Factor 3 out of one of the expressions.</p>
<p> \(= \frac {1}{3}(3x + 18)(3x + 7)\)</p>
<p><strong>Step 8</strong> - \(\frac {1}{3} \cdot 3 = 1\)</p>
<p> \(= (x + 6)(3x +7)\) </p>
<p>The factored form is \((x + 6)(3x + 7)\).</p>
",,,,,,,,,,,,,,
357a0e1c-9e27-4296-a515-6d35c0867543__block0,357a0e1c-9e27-4296-a515-6d35c0867543.html,AR_54,0,open_ended,"<p>An investor has tracked the value of a particular investment since 2016 that has depreciated over time. The data are shown in the table.</p>
<table class=""os-raise-midsizetable"">
<thead>
<tr>
<th scope=""col"">\(y\), years since 2016</th>
<th scope=""col"">\(v\), value of investment ($)</th>
</tr>
</thead>
<tbody>
<tr>
<td>
           –2
          </td>
<td> </td>
</tr>
<tr>
<td>
          –1
          </td>
<td> </td>
</tr>
<tr>
<td>
            0
          </td>
<td>
            36,000
          </td>
</tr>
<tr>
<td>
           1
          </td>
<td>
           12,000
          </td>
</tr>
<tr>
<td>
            2
          </td>
<td>
            4,000
          </td>
</tr>
</tbody>
</table>","
<p>Compare your answers:</p>
<p>Here is how to solve this exponential growth problem using negative exponents:</p>
<ol class=""os-raise-noindent"">
<li>
      The equation that represents this situation is \(v=36,000\cdot\left(\frac13\right)^y\). The value of the investment in year 0 is $36,000, and the decay factor is \(\frac13\).
    </li>
</ol>
<ol class=""os-raise-noindent"" start=""2"">
<li>
      \(y=-1\) means 1 year before 2016, which is 2015. \(y=-2\) means 2 years before 2016, which is 2014.
    </li>
</ol>
<ol class=""os-raise-noindent"" start=""3"">
<li>
      The maximum value of the investment was $324,000.
      <br/><br/>
      \(v=36,000\cdot\left(\frac13\right)^y\) <br/>
      \(v=36,000\cdot\left(\frac13\right)^{-2}\) <br/>
      \(v=36,000\cdot 9\) <br/>
      \(v=324,000\)

    </li>
</ol>
",,,,,,,,,,,,,,
37d7a8e5-abcb-4fd3-85c0-95b61f7ddb20__block0,37d7a8e5-abcb-4fd3-85c0-95b61f7ddb20.html,AR_55,0,open_ended,"<p>Find the value of \(f(x)= 5x + 2\) when \(x = 3\).</p><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work.
    </p>","
<p>Here is how to evaluate a function:</p>
<table class=""os-raise-horizontaltable"">
<thead></thead><tbody>
<tr>
<th scope=""row"">
         Original Equation
        </th>
<td>
<p>\(f(x)= 5x + 2\)</p>
</td>
</tr>
<tr>
<th scope=""row"">
       Substitute \(x=3\) in for \(x\).
        </th>
<td>
<p>\(f(3)= 5(3) + 2\)</p>
</td>
</tr>
<tr>
<th scope=""row"">
         Simplify.
        </th>
<td>
<p>\(f(3)=17\)</p>
</td>
</tr>
</tbody>
</table>
<br/>
",,,,,,,,,,,,,,
3a076ca3-abf1-4844-82d5-2f775876021f__block0,3a076ca3-abf1-4844-82d5-2f775876021f.html,AR_56,0,open_ended,"<p>Create a graph representing this situation.</p><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work. </p>","
<p>Here is how to graph the situation:</p>
<p><img alt=""GRAPH THAT SHOWS HEIGHT ABOVE THE GROUND IN FEET AS A FUNCTION OF TIME IN MINUTES. X-AXIS GOES FROM 0 TO 10 IN INCREMENTS OF 2. Y-AXIS GOES FROM 0 TO 50 IN INCREMENTS OF 10. THE GRAPH DECREASES LINEARLY FROM X = 0 TO X = 4, REMAINS CONSTANT FROM X = 4 TO X = 5, AND THEN INCREASES LINEARLY WITH A STEEPER SLOPE."" class=""atto_image_button_text-bottom"" height=""286"" src=""https://k12.openstax.org/contents/raise/resources/c7da6d46611768a9a4ca95bde74f8c161b357bce"" width=""300""/></p>
",,,,,,,,,,,,,,"<p>
 A rock climber begins her descent from a height of 50 feet. She slowly descends at a constant rate for 4 minutes. She takes a break for 1 minute; she then realizes she left some of her gear on top of the rock and climbs more quickly back to the top at a constant rate.
</p>"
